incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC01180,SUP084,2025-08-05,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01181,SUP084,2025-08-13,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Supplier committed to weekly status updates and a corrective action plan.
INC01182,SUP084,2025-09-05,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC01183,SUP084,2025-11-02,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01184,SUP084,2025-11-14,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",An improvement plan was agreed with fortnightly performance checkpoints.
INC01185,SUP084,2026-01-24,Critical,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01186,SUP084,2026-02-05,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01187,SUP084,2026-02-12,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01188,SUP084,2026-03-20,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01189,SUP084,2026-04-17,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01190,SUP084,2026-04-27,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Additional staffing and management oversight were introduced.
INC01191,SUP084,2026-04-13,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01192,SUP084,2026-05-03,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC01193,SUP084,2026-06-04,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01194,SUP084,2026-06-10,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Supplier committed to weekly status updates and a corrective action plan.
INC01195,SUP085,2025-03-14,High,System/Integration Issue,Operational processing was delayed by system/integration problems and invoice processing errors.,Supplier committed to weekly status updates and a corrective action plan.
INC01196,SUP085,2025-05-01,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and invoice processing errors.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01197,SUP085,2025-07-19,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was invoice processing errors.,Additional staffing and management oversight were introduced.
INC01198,SUP085,2025-12-09,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was invoice processing errors.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01199,SUP085,2026-01-09,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and invoice processing errors.,Supplier committed to weekly status updates and a corrective action plan.
INC01200,SUP085,2026-06-17,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported invoice processing errors.,Supplier committed to weekly status updates and a corrective action plan.
INC01201,SUP086,2025-02-11,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01202,SUP086,2025-05-09,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01203,SUP086,2025-12-22,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01204,SUP086,2026-01-02,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,Additional staffing and management oversight were introduced.
INC01205,SUP086,2026-04-05,High,Delivery Delay,"Repeated delivery delays were observed, with material availability constraints cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01206,SUP087,2025-03-17,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to subcontractor performance issues.,Additional staffing and management oversight were introduced.
